Retailer code,Product number,Order method code,Date,Quantity,Unit price,Unit sale price
1149,126140,5,2016/6/7,67,43.85,43.85
1149,129110,5,2016/6/7,13,220,220
1149,132170,5,2016/6/7,33,85,85
1149,145130,5,2016/6/7,11,260,260
1149,145170,5,2016/6/7,11,270.2,270.2
1149,147110,5,2016/6/7,94,30.7,30.7
1149,147120,5,2016/6/7,91,30.7,30.7
1149,147170,5,2016/6/7,96,30.4,30.4
1259,143110,5,2016/8/16,37,50.3,50.3
1259,144110,5,2016/8/16,16,188,188
1259,145160,5,2016/8/16,9,249,249
1259,154150,5,2016/8/16,15,130,130
1515,144180,5,2016/10/18,11,188,188
1268,125120,5,2016/2/8,8,73,73
1268,127130,5,2016/2/8,28,20.15,20.15
1204,122140,5,2018/1/16,11,67.5,67.5
1204,124190,5,2018/1/16,20,43.85,43.85
1204,126140,5,2018/1/16,22,43.85,43.85
1204,129110,5,2018/1/16,3,229.6,229.6
1204,129180,5,2018/1/16,3,249,249
1204,132110,5,2018/1/16,10,84,84
1204,132170,5,2018/1/16,8,89.3,89.3
1204,148120,5,2018/1/16,19,42.75,42.75
1277,126140,5,2017/11/14,30,43.85,43.85
1277,128210,5,2017/11/14,20,62.65,62.65
1277,129130,5,2017/11/14,5,229.6,229.6
1277,132150,5,2017/11/14,13,91.75,91.75
1277,135130,5,2017/11/14,7,167.9,167.9
1277,145170,5,2017/11/14,4,270.2,270.2
1277,152110,5,2017/11/14,3,358,358
1685,144180,5,2016/12/13,43,188,188
1685,145170,5,2016/12/13,31,270.2,270.2
1196,124190,5,2018/1/9,40,43.85,43.85
1196,126140,5,2018/1/9,40,43.85,43.85
1196,129180,5,2018/1/9,7,249,249
1196,132110,5,2018/1/9,20,84,84
1196,132150,5,2018/1/9,19,91.75,91.75
1196,135120,5,2018/1/9,10,169,169
1196,147130,5,2018/1/9,58,33.15,33.15
1196,147180,5,2018/1/9,54,32.85,32.85
1196,148110,5,2018/1/9,40,42.75,42.75
1196,148120,5,2018/1/9,38,42.75,42.75
1196,149140,5,2018/1/9,28,62.65,62.65
1196,152110,5,2018/1/9,5,358,358
1311,124190,5,2015/3/9,137,42.25,42.25
1311,126110,5,2015/3/9,140,42.25,42.25
1311,145170,5,2015/3/9,22,260,260
1311,147130,5,2015/3/9,208,30.7,30.7
1196,124190,5,2018/6/12,56,43.85,43.85
1196,126140,5,2018/6/12,57,43.85,43.85
1196,127130,5,2018/6/12,123,21.25,21.25
1196,128210,5,2018/6/12,42,62.65,62.65
1196,129110,5,2018/6/12,10,229.6,229.6
1196,129130,5,2018/6/12,10,229.6,229.6
1196,132150,5,2018/6/12,31,91.75,91.75
1196,144170,5,2018/6/12,13,189,189
1196,145170,5,2018/6/12,9,270.2,270.2
1196,149140,5,2018/6/12,46,62.65,62.65
1424,125110,5,2015/3/9,68,70,70
1424,126110,5,2015/3/9,47,42.25,42.25
1424,126130,5,2015/3/9,34,42.25,42.25
1424,127150,5,2015/3/9,243,20.15,20.15
1424,130130,5,2015/3/9,27,172,172
1424,131120,5,2015/3/9,49,38.2,38.2
1424,135120,5,2015/3/9,11,160,160
1424,136140,5,2015/3/9,103,44.9,44.9
1424,143130,5,2015/3/9,35,48.6,48.6
1424,144180,5,2015/3/9,35,188,188
1424,145170,5,2015/3/9,19,260,260
1424,147170,5,2015/3/9,153,30.4,30.4
1758,144180,5,2015/2/17,32,188,188
1734,144180,5,2016/8/8,31,188,188
1309,144200,5,2018/2/6,25,200,200
1309,147140,5,2018/2/6,143,37.25,37.25
1406,144180,5,2015/2/10,32,188,188
1230,122140,5,2017/12/12,95,67.5,67.5
1230,124190,5,2017/12/12,148,43.85,43.85
1230,126140,5,2017/12/12,145,43.85,43.85
1230,128130,5,2017/12/12,95,67.5,67.5
1230,128200,5,2017/12/12,97,72.8,72.8
1230,128210,5,2017/12/12,102,62.65,62.65
1230,129110,5,2017/12/12,28,229.6,229.6
1230,129150,5,2017/12/12,26,254,254
1230,132170,5,2017/12/12,71,89.3,89.3
1230,135110,5,2017/12/12,39,167.5,167.5
1230,144180,5,2017/12/12,31,200,200
1230,152110,5,2017/12/12,18,358,358
1216,125120,2,2015/9/14,9,70,70
1216,126110,2,2015/9/14,16,42.25,42.25
1216,129130,2,2015/9/14,3,220,220
1216,129180,2,2015/9/14,3,240,240
1216,131110,2,2015/9/14,17,38.2,38.2
1216,132110,2,2015/9/14,8,80,80
1248,124190,5,2016/12/12,132,43.85,43.85
1248,128210,5,2016/12/12,88,62.65,62.65
1248,151110,5,2016/12/12,38,145,145
1275,125120,5,2015/9/15,76,70,70
1275,126110,5,2015/9/15,115,42.25,42.25
1275,134120,5,2015/9/15,424,12.2,12.2
1190,128200,5,2017/7/19,14,70,70
1190,129130,5,2017/7/19,4,229.6,229.6
1190,144180,5,2017/7/19,5,200,200
1190,147110,5,2017/7/19,31,33.15,33.15
1137,126110,5,2017/9/12,28,45.63,45.63
1137,128200,5,2017/9/12,18,72.8,72.8
1137,129130,5,2017/9/12,5,229.6,229.6
1137,130130,5,2017/9/12,7,179.6,179.6
1137,131120,5,2017/9/12,30,40.7,40.7
1137,132170,5,2017/9/12,15,89.3,89.3
1137,135110,5,2017/9/12,7,167.5,167.5
1137,122140,5,2017/10/10,11,67.5,67.5
1137,128200,5,2017/10/10,9,72.8,72.8
1137,132170,5,2017/10/10,9,89.3,89.3
1137,135120,5,2017/10/10,3,172.8,172.8
1137,144170,5,2017/10/10,4,189,189
1137,144180,5,2017/10/10,3,200,200
1137,147170,5,2017/10/10,22,32.85,32.85
1137,149130,5,2017/10/10,11,62.65,62.65
1744,124190,5,2015/2/18,188,42.25,42.25
1744,144180,5,2015/2/18,42,188,188
1195,145170,5,2018/1/9,15,270.2,270.2
1195,148130,5,2018/1/9,87,43,43
1213,124130,5,2016/9/21,59,26.8,26.8
1213,125150,5,2016/9/21,21,73,73
1213,144180,5,2016/9/21,8,188,188
1209,125120,5,2018/2/13,3,73,73
1209,149140,5,2018/2/13,11,62.65,62.65
1765,128140,5,2018/3/5,44,67.6,67.6
1765,129130,5,2018/3/5,15,229.6,229.6
1765,144180,5,2018/3/5,16,200,200
1309,128130,5,2018/1/9,9,67.5,67.5
1309,128200,5,2018/1/9,8,72.8,72.8
1309,129150,5,2018/1/9,2,254,254
1309,144180,5,2018/1/9,3,200,200
1309,148130,5,2018/1/9,14,43,43
1137,122120,5,2016/10/19,19,67.5,67.5
1137,130110,5,2016/10/19,7,167.2,167.2
1137,130130,5,2016/10/19,7,179.6,179.6
1137,132170,5,2016/10/19,15,85,85
1137,135120,5,2016/10/19,8,160,160
1137,141110,5,2016/10/19,5,238,238
1137,144180,5,2016/10/19,7,188,188
1137,145130,5,2016/10/19,4,260,260
1137,145170,5,2016/10/19,4,270.2,270.2
1137,147130,5,2016/10/19,46,30.7,30.7
1137,147160,5,2016/10/19,41,30.4,30.4
1611,145170,5,2016/12/21,39,270.2,270.2
1135,144180,2,2015/9/15,4,188,188
1135,145170,2,2015/9/15,3,260,260
1217,147120,2,2016/1/19,106,30.7,30.7
1749,129130,5,2017/9/11,14,229.6,229.6
1260,129130,5,2016/2/16,49,220,220
1196,129110,5,2017/9/20,11,229.6,229.6
1196,135120,5,2017/9/20,14,172.8,172.8
1196,147180,5,2017/9/20,80,32.85,32.85
1196,148110,5,2017/9/20,65,42.75,42.75
1196,154130,5,2017/9/20,21,126.5,126.5
1559,128140,5,2015/8/10,32,65,65
1559,144180,5,2015/8/10,14,188,188
1559,147180,5,2015/8/10,53,30.4,30.4
1255,132170,5,2017/3/7,34,85,85
1255,145170,5,2017/3/7,10,270.2,270.2
1255,147120,5,2017/3/7,95,30.7,30.7
1255,149140,5,2017/3/7,46,62.65,62.65
1255,151110,5,2017/3/7,20,145,145
1424,124190,5,2016/4/20,38,43.85,43.85
1424,125110,5,2016/4/20,21,73,73
1424,128140,5,2016/4/20,24,65,65
1424,129130,5,2016/4/20,7,220,220
1424,132110,5,2016/4/20,19,80,80
1424,132120,5,2016/4/20,19,80,80
1424,132170,5,2016/4/20,18,85,85
1424,144180,5,2016/4/20,8,188,188
1424,145170,5,2016/4/20,5,270.2,270.2
1459,144180,5,2018/5/16,10,200,200
1271,124190,5,2017/1/18,24,43.85,43.85
1271,126110,5,2017/1/18,11,45.63,45.63
1271,126140,5,2017/1/18,34,43.85,43.85
1271,127130,5,2017/1/18,49,20.15,20.15
1271,128150,5,2017/1/18,23,65,65
1271,132120,5,2017/1/18,13,80,80
1271,132170,5,2017/1/18,17,85,85
1271,144180,5,2017/1/18,5,188,188
1271,145170,5,2017/1/18,1,270.2,270.2
1271,147120,5,2017/1/18,14,30.7,30.7
1271,147130,5,2017/1/18,32,30.7,30.7
1271,147160,5,2017/1/18,12,30.4,30.4
1271,151110,5,2017/1/18,10,145,145
1271,152110,5,2017/1/18,1,358,358
1311,128130,5,2017/11/15,58,67.5,67.5
1311,128200,5,2017/11/15,60,72.8,72.8
1311,128210,5,2017/11/15,51,62.65,62.65
1311,132140,5,2017/11/15,48,84,84
1311,147120,5,2017/11/15,173,33.15,33.15
1311,147140,5,2017/11/15,115,37.25,37.25
1311,152110,5,2017/11/15,13,358,358
1311,154150,5,2017/11/15,30,136.9,136.9
1697,144180,5,2016/11/16,18,188,188
1697,147110,5,2016/11/16,106,30.7,30.7
1225,123160,5,2015/10/20,26,38.3,38.3
1225,124130,5,2015/10/20,43,26.8,26.8
1225,126110,5,2015/10/20,26,42.25,42.25
1225,126130,5,2015/10/20,25,43.85,43.85
1225,128140,5,2015/10/20,14,65,65
1225,132110,5,2015/10/20,12,80,80
1225,144120,5,2015/10/20,5,188,188
1225,144180,5,2015/10/20,5,188,188
1225,147120,5,2015/10/20,34,30.7,30.7
1225,147160,5,2015/10/20,40,30.4,30.4
1229,124190,5,2017/8/8,49,43.85,43.85
1229,128150,5,2017/8/8,32,65,65
1229,135110,5,2017/8/8,12,167.5,167.5
1229,136140,5,2017/8/8,44,47.3,47.3
1229,147120,5,2017/8/8,66,33.15,33.15
1229,151110,5,2017/8/8,16,145,145
1229,154150,5,2017/8/8,15,136.9,136.9
1309,123140,5,2017/7/11,57,38.3,38.3
1309,124190,5,2017/7/11,51,43.85,43.85
1309,128140,5,2017/7/11,35,65,65
1309,128150,5,2017/7/11,34,65,65
1309,147160,5,2017/7/11,65,32.85,32.85
1137,127110,5,2017/4/12,133,20.15,20.15
1137,127130,5,2017/4/12,152,20.15,20.15
1137,128140,5,2017/4/12,47,65,65
1137,128150,5,2017/4/12,51,65,65
1137,129150,5,2017/4/12,11,240,240
1137,132110,5,2017/4/12,36,80,80
1137,132120,5,2017/4/12,43,80,80
1137,132170,5,2017/4/12,33,85,85
1137,141110,5,2017/4/12,13,238,238
1137,148130,5,2017/4/12,65,40.5,40.5
1137,149140,5,2017/4/12,45,62.65,62.65
1137,149160,5,2017/4/12,48,62.65,62.65
1137,151110,5,2017/4/12,19,145,145
1237,129110,5,2017/9/20,2,229.6,229.6
1237,148130,5,2017/9/20,14,43,43
1502,128140,5,2016/10/12,133,65,65
1224,124190,5,2017/6/21,54,43.85,43.85
1224,125120,5,2017/6/21,30,73,73
1224,126140,5,2017/6/21,54,43.85,43.85
1224,128140,5,2017/6/21,35,65,65
1224,132120,5,2017/6/21,30,80,80
1224,132150,5,2017/6/21,27,87,87
1224,145130,5,2017/6/21,8,260,260
1224,147110,5,2017/6/21,78,30.7,30.7
1224,147120,5,2017/6/21,73,30.7,30.7
1224,147160,5,2017/6/21,76,30.4,30.4
1224,148110,5,2017/6/21,54,40.5,40.5
1423,143110,5,2017/12/21,304,50.3,50.3
1274,125110,5,2017/5/10,18,73,73
1274,127130,5,2017/5/10,68,20.15,20.15
1274,129130,5,2017/5/10,6,220,220
1274,129180,5,2017/5/10,5,249,249
1274,132150,5,2017/5/10,16,87,87
1274,145130,5,2017/5/10,5,260,260
1274,147120,5,2017/5/10,45,30.7,30.7
1274,147130,5,2017/5/10,44,30.7,30.7
1274,147160,5,2017/5/10,44,30.4,30.4
1274,148110,5,2017/5/10,34,40.5,40.5
1274,149140,5,2017/5/10,22,62.65,62.65
1274,151110,5,2017/5/10,9,145,145
1426,144180,5,2017/9/21,66,200,200
1447,126140,5,2018/5/9,358,43.85,43.85
1447,145170,5,2018/5/9,18,270.2,270.2
1205,126140,5,2018/5/17,188,43.85,43.85
1205,128140,5,2018/5/17,91,67.6,67.6
1205,129130,5,2018/5/17,9,229.6,229.6
1205,132110,5,2018/5/17,68,84,84
1205,132140,5,2018/5/17,26,84,84
1205,132150,5,2018/5/17,23,91.75,91.75
1205,148110,5,2018/5/17,54,42.75,42.75
1205,148130,5,2018/5/17,140,43,43
1743,144180,5,2016/11/17,37,188,188
1566,128150,5,2015/4/14,138,65,65
1566,144180,5,2015/4/14,47,188,188
1760,128140,5,2017/6/14,176,65,65
1148,128140,5,2017/3/16,18,65,65
1148,128210,5,2017/3/16,19,62.65,62.65
1148,131120,5,2017/3/16,37,40.7,40.7
1148,134120,5,2017/3/16,131,12.9,12.9
1148,148130,5,2017/3/16,29,40.5,40.5
1209,134120,5,2018/1/10,185,12.9,12.9
1209,143110,5,2018/1/10,49,50.3,50.3
1209,147130,5,2018/1/10,76,33.15,33.15
1209,149140,5,2018/1/10,40,62.65,62.65
1250,144180,5,2017/6/22,12,200,200
1250,145170,5,2017/6/22,6,270.2,270.2
1274,124190,5,2017/7/12,52,43.85,43.85
1274,127130,5,2017/7/12,111,20.15,20.15
1274,128140,5,2017/7/12,34,65,65
1274,129130,5,2017/7/12,10,229.6,229.6
1274,129180,5,2017/7/12,9,249,249
1274,130110,5,2017/7/12,13,167.2,167.2
1274,132150,5,2017/7/12,27,87,87
1274,144180,5,2017/7/12,11,200,200
1274,147160,5,2017/7/12,69,32.85,32.85
1274,149140,5,2017/7/12,42,62.65,62.65
1225,124140,2,2015/5/20,28,26,26
1225,124190,2,2015/5/20,14,42.25,42.25
1225,126110,2,2015/5/20,20,42.25,42.25
1225,126140,2,2015/5/20,20,42.25,42.25
1225,144180,2,2015/5/20,4,188,188
1225,147120,2,2015/5/20,22,30.7,30.7
1281,124190,5,2016/11/9,39,43.85,43.85
1281,125110,5,2016/11/9,24,73,73
1281,127130,5,2016/11/9,89,20.15,20.15
1281,128140,5,2016/11/9,27,65,65
1281,130110,5,2016/11/9,10,167.2,167.2
1281,132170,5,2016/11/9,22,85,85
1281,144180,5,2016/11/9,9,188,188
1281,145170,5,2016/11/9,6,270.2,270.2
1281,147120,5,2016/11/9,60,30.7,30.7
1223,122140,5,2017/11/8,20,67.5,67.5
1223,128130,5,2017/11/8,24,67.5,67.5
1223,129150,5,2017/11/8,5,254,254
1223,129180,5,2017/11/8,5,249,249
1223,136140,5,2017/11/8,25,47.3,47.3
1223,148130,5,2017/11/8,30,43,43
1223,151110,5,2017/11/8,9,145,145
1714,149140,5,2017/3/15,111,62.65,62.65
1716,129130,5,2018/7/11,12,229.6,229.6
1716,144180,5,2018/7/11,12,200,200
1716,145170,5,2018/7/11,9,270.2,270.2
1516,145170,5,2018/7/11,11,270.2,270.2
1205,124190,2,2015/9/9,124,43.85,43.85
1205,126140,2,2015/9/9,133,43.85,43.85
1205,143110,2,2015/9/9,116,50.3,50.3
1205,144180,2,2015/9/9,30,188,188
1268,125110,5,2016/6/8,87,73,73
1268,128140,5,2016/6/8,101,65,65
1268,130110,5,2016/6/8,40,167.2,167.2
1268,132110,5,2016/6/8,84,80,80
1268,144180,5,2016/6/8,38,188,188
1268,145170,5,2016/6/8,26,270.2,270.2
1268,147180,5,2016/6/8,219,30.4,30.4
1611,132120,5,2017/7/12,114,80,80
1621,129130,5,2017/5/18,9,220,220
1621,145170,5,2017/5/18,7,270.2,270.2
1261,122140,5,2018/1/10,67,67.5,67.5
1261,128200,5,2018/1/10,62,72.8,72.8
1261,132140,5,2018/1/10,55,84,84
1261,147110,5,2018/1/10,145,33.15,33.15
1261,147140,5,2018/1/10,114,37.25,37.25
1261,147170,5,2018/1/10,130,32.85,32.85
1261,148120,5,2018/1/10,90,42.75,42.75
1261,148130,5,2018/1/10,94,43,43
1196,141110,4,2015/8/19,43,238,238
1196,143120,4,2015/8/19,211,50.3,50.3
1196,147130,4,2015/8/19,333,30.7,30.7
1196,154130,4,2015/8/19,85,120.3,120.3
1424,128150,5,2015/2/19,30,65,65
1424,130130,5,2015/2/19,12,172,172
1424,144140,5,2015/2/19,12,188,188
1289,124110,5,2015/4/14,107,26,26
1289,124190,5,2015/4/14,63,42.25,42.25
1289,130130,5,2015/4/14,16,172,172
1289,132110,5,2015/4/14,35,80,80
1289,147160,5,2015/4/14,102,30.4,30.4
1206,122120,5,2016/8/10,33,67.5,67.5
1206,124140,5,2016/8/10,72,26.8,26.8
1206,125110,5,2016/8/10,26,73,73
1206,126110,5,2016/8/10,42,42.25,42.25
1206,127110,5,2016/8/10,95,20.15,20.15
1206,144150,5,2016/8/10,10,200,200
1206,144180,5,2016/8/10,10,188,188
1206,145170,5,2016/8/10,7,270.2,270.2
1206,147180,5,2016/8/10,64,30.4,30.4
1135,125150,5,2018/7/11,53,73,73
1135,126140,5,2018/7/11,80,43.85,43.85
1135,128200,5,2018/7/11,51,72.8,72.8
1135,135110,5,2018/7/11,20,167.5,167.5
1135,136140,5,2018/7/11,68,47.3,47.3
1135,144180,5,2018/7/11,18,200,200
1135,145170,5,2018/7/11,14,270.2,270.2
1135,147180,5,2018/7/11,104,32.85,32.85
1135,149140,5,2018/7/11,96,62.65,62.65
1135,151110,5,2018/7/11,24,145,145
1604,126110,5,2015/5/20,131,42.25,42.25
1137,125110,5,2016/9/23,21,73,73
1137,126140,5,2016/9/23,36,43.85,43.85
1137,128210,5,2016/9/23,25,62.65,62.65
1137,129110,5,2016/9/23,7,220,220
1137,132110,5,2016/9/23,20,80,80
1137,132170,5,2016/9/23,18,85,85
1137,144180,5,2016/9/23,9,188,188
1137,147130,5,2016/9/23,52,30.7,30.7
1137,147180,5,2016/9/23,56,30.4,30.4
1282,125110,5,2015/4/14,47,70,70
1282,127130,5,2015/4/14,161,20.15,20.15
1282,128140,5,2015/4/14,48,65,65
1282,143110,5,2015/4/14,65,48.6,48.6
1282,144180,5,2015/4/14,17,188,188
1282,145130,5,2015/4/14,12,260,260
1282,145170,5,2015/4/14,12,260,260
1282,147170,5,2015/4/14,105,30.4,30.4
1238,129110,5,2016/12/23,20,220,220
1238,129130,5,2016/12/23,21,220,220
1238,129150,5,2016/12/23,18,240,240
1238,132170,5,2016/12/23,51,85,85
1238,135120,5,2016/12/23,32,160,160
1238,144180,5,2016/12/23,23,188,188
1238,145130,5,2016/12/23,17,260,260
1238,145170,5,2016/12/23,15,270.2,270.2
1238,147110,5,2016/12/23,143,30.7,30.7
1238,147120,5,2016/12/23,147,30.7,30.7
1238,147130,5,2016/12/23,138,30.7,30.7
1238,147180,5,2016/12/23,143,30.4,30.4
1238,149140,5,2016/12/23,71,62.65,62.65
1223,124150,5,2018/5/10,12,26.8,26.8
1223,124180,5,2018/5/10,9,30.5,30.5
1223,126110,5,2018/5/10,7,43.85,43.85
1223,129150,5,2018/5/10,1,254,254
1223,136150,5,2018/5/10,6,47.3,47.3
1241,125150,5,2018/5/9,12,73,73
1241,126120,5,2018/5/9,47,43.85,43.85
1241,144180,5,2018/5/9,4,200,200
1241,147130,5,2018/5/9,69,33.15,33.15
1241,151120,5,2018/5/9,6,358,358
1241,154150,5,2018/5/9,15,136.9,136.9
1279,125110,5,2017/7/21,53,73,73
1279,127130,5,2017/7/21,184,20.15,20.15
1279,136140,5,2017/7/21,80,47.3,47.3
1279,144180,5,2017/7/21,19,200,200
1279,145170,5,2017/7/21,14,270.2,270.2
1279,147130,5,2017/7/21,118,33.15,33.15
1279,148110,5,2017/7/21,95,40.5,40.5
1279,149140,5,2017/7/21,80,62.65,62.65
1277,122140,5,2018/1/18,54,67.5,67.5
1277,126140,5,2018/1/18,65,43.85,43.85
1277,128130,5,2018/1/18,58,67.5,67.5
1277,128200,5,2018/1/18,51,72.8,72.8
1277,132140,5,2018/1/18,42,84,84
1277,147110,5,2018/1/18,82,33.15,33.15
1277,147140,5,2018/1/18,68,37.25,37.25
1277,148130,5,2018/1/18,63,43,43
1277,149130,5,2018/1/18,44,62.65,62.65
1211,124190,5,2018/4/20,76,43.85,43.85
1211,128200,5,2018/4/20,39,72.8,72.8
1211,129130,5,2018/4/20,13,229.6,229.6
1211,151110,5,2018/4/20,22,145,145
1137,124180,5,2017/11/16,141,30.5,30.5
1137,125110,5,2017/11/16,50,73,73
1137,130130,5,2017/11/16,6,179.6,179.6
1137,131120,5,2017/11/16,38,40.7,40.7
1137,132110,5,2017/11/16,44,84,84
1137,132170,5,2017/11/16,55,89.3,89.3
1137,144170,5,2017/11/16,7,189,189
1137,148130,5,2017/11/16,94,43,43
1137,153110,5,2017/11/16,22,235,235
1149,124140,5,2015/11/10,97,26.8,26.8
1149,124190,5,2015/11/10,55,43.85,43.85
1149,125110,5,2015/11/10,32,70,70
1149,125120,5,2015/11/10,32,70,70
1149,130110,5,2015/11/10,15,160.8,160.8
1149,144180,5,2015/11/10,13,188,188
1149,147130,5,2015/11/10,76,30.7,30.7
1149,147180,5,2015/11/10,74,30.4,30.4
1115,144170,5,2018/2/15,18,189,189
1115,144180,5,2018/2/15,18,200,200
1326,144180,5,2015/5/13,49,188,188
1326,145170,5,2015/5/13,36,260,260
1344,144180,5,2015/9/8,51,188,188
1344,145170,5,2015/9/8,40,260,260
1344,147110,5,2015/9/8,305,30.7,30.7
1192,126130,4,2015/12/9,171,43.85,43.85
1192,126140,4,2015/12/9,149,43.85,43.85
1192,129130,4,2015/12/9,28,220,220
1192,140110,4,2015/12/9,18,365,365
1192,142110,4,2015/12/9,48,154,154
1192,143110,4,2015/12/9,130,50.3,50.3
1192,143120,4,2015/12/9,133,50.3,50.3
1192,144110,4,2015/12/9,43,188,188
1192,144180,4,2015/12/9,33,188,188
1192,145160,4,2015/12/9,27,240,240
1135,128140,2,2015/1/23,3,65,65
1135,144180,2,2015/1/23,1,188,188
1135,154130,2,2015/1/23,2,120.3,120.3
1677,129130,5,2017/10/19,14,229.6,229.6
1677,144180,5,2017/10/19,16,200,200
1225,123140,5,2017/2/17,80,38.3,38.3
1225,129180,5,2017/2/17,11,249,249
1225,131110,5,2017/2/17,79,40.2,40.2
1225,135130,5,2017/2/17,18,160,160
1225,143110,5,2017/2/17,60,50.3,50.3
1225,149130,5,2017/2/17,51,62.65,62.65
1225,152110,5,2017/2/17,8,358,358
1225,128130,5,2018/4/20,44,67.5,67.5
1225,128140,5,2018/4/20,46,67.6,67.6
1225,132140,5,2018/4/20,49,84,84
1225,148130,5,2018/4/20,67,43,43
1225,149150,5,2018/4/20,71,62.65,62.65
1272,124190,5,2015/2/20,63,42.25,42.25
1272,126110,5,2015/2/20,66,42.25,42.25
1272,126130,5,2015/2/20,96,42.25,42.25
1272,128140,5,2015/2/20,40,65,65
1272,132160,5,2015/2/20,33,80,80
1272,141110,5,2015/2/20,16,238,238
1272,142110,5,2015/2/20,28,154,154
1272,143110,5,2015/2/20,68,48.6,48.6
1272,143120,5,2015/2/20,54,48.6,48.6
1272,143130,5,2015/2/20,70,48.6,48.6
1272,145160,5,2015/2/20,13,240,240
1294,128140,5,2016/12/23,25,65,65
1294,135120,5,2016/12/23,11,160,160
