Retailer code,Product number,Order method code,Date,Quantity,Unit price,Unit sale price
1201,113110,5,2015/5/11,811,12.81,12.3
1205,68110,3,2015/5/17,56,61.84,58.75
1205,69110,3,2015/5/17,51,110,102.3
1205,72110,3,2015/5/17,21,148.3,142.37
1213,15110,2,2015/5/21,33,831.88,773.65
1213,35110,2,2015/5/21,265,26.54,25.74
1213,63110,2,2015/5/21,157,48.88,46.92
1213,64110,2,2015/5/21,111,41.61,39.95
1213,69110,2,2015/5/21,82,110,102.3
1213,89110,2,2015/5/21,1397,7,6.72
1213,113110,2,2015/5/21,825,12.81,12.3
1209,87110,2,2015/5/11,1525,6.01,5.59
1218,21110,2,2015/5/11,298,40.65,38.62
1218,25110,2,2015/5/11,249,285.89,265.88
1218,29110,2,2015/5/11,360,73.5,68.36
1218,40110,2,2015/5/11,835,27.81,26.14
1218,88110,2,2015/5/11,716,7,6.72
1218,97110,2,2015/5/11,348,35,33.25
1218,103110,2,2015/5/11,67,532.75,495.46
1218,110110,2,2015/5/11,203,98.75,91.84
1209,87110,5,2015/5/20,1455,6.01,5.59
1211,68110,2,2015/5/11,78,61.84,57.51
1211,69110,2,2015/5/11,72,110,102.3
1218,3110,2,2015/5/21,705,23.8,22.85
1218,15110,2,2015/5/21,32,831.88,773.65
1218,21110,2,2015/5/21,280,40.65,38.62
1218,22110,2,2015/5/21,282,17.65,17.12
1218,25110,2,2015/5/21,226,285.89,265.88
1218,29110,2,2015/5/21,326,73.5,68.36
1218,40110,2,2015/5/21,803,27.81,26.14
1218,88110,2,2015/5/21,689,7,6.72
1218,95110,2,2015/5/21,1636,6,5.7
1218,97110,2,2015/5/21,317,35,33.25
1218,103110,2,2015/5/21,61,532.75,495.46
1218,110110,2,2015/5/21,171,98.75,91.84
1215,8110,2,2015/5/12,174,151.77,141.15
1215,11110,2,2015/5/12,339,370.13,344.22
1215,23110,2,2015/5/12,162,104.48,97.17
1215,30110,2,2015/5/12,464,14.77,14.18
1215,36110,2,2015/5/12,686,34.9,27.92
1215,74110,2,2015/5/12,551,16.64,15.81
1215,98110,2,2015/5/12,206,6,6
1216,3110,2,2015/5/21,482,23.8,23.09
1216,9110,2,2015/5/21,974,13.22,12.69
1216,15110,2,2015/5/21,23,831.88,781.97
1216,21110,2,2015/5/21,206,40.65,39.02
1216,22110,2,2015/5/21,207,17.65,17.12
1216,25110,2,2015/5/21,171,285.89,265.88
1216,29110,2,2015/5/21,246,73.5,68.36
1216,31110,2,2015/5/21,433,16.29,15.8
1216,40110,2,2015/5/21,574,27.81,26.7
1216,64110,2,2015/5/21,73,41.61,40.36
1216,88110,2,2015/5/21,489,7,7
1216,93110,2,2015/5/21,1109,5,4.8
1216,95110,2,2015/5/21,1250,6,5.76
1216,97110,2,2015/5/21,224,35,33.6
1216,110110,2,2015/5/21,130,98.75,91.84
1216,35110,2,2015/5/12,182,26.54,25.74
1216,89110,2,2015/5/12,953,7,6.79
1405,68110,6,2015/5/11,86,61.84,57.51
1405,69110,6,2015/5/11,78,110,102.3
1405,72110,6,2015/5/11,32,148.3,139.4
1405,68110,6,2015/6/8,74,61.84,57.51
1405,70240,6,2015/6/8,97,122.7,114.11
1405,71110,6,2015/6/8,40,95.62,92.75
1213,70240,2,2015/6/8,125,122.7,114.11
1211,68110,2,2015/6/10,82,61.84,57.51
1211,70240,2,2015/6/10,107,122.7,114.11
1209,87110,2,2015/6/8,1947,6.01,5.59
1218,3110,2,2015/6/9,775,23.8,22.37
1218,15110,2,2015/6/9,40,831.88,773.65
1218,21110,2,2015/6/9,368,40.65,38.62
1218,25110,2,2015/6/9,250,285.89,265.88
1218,29110,2,2015/6/9,486,73.5,68.36
1218,32110,2,2015/6/9,524,27.37,26
1218,37110,2,2015/6/9,52,52.15,50.06
1218,40110,2,2015/6/9,1248,27.81,22.25
1218,88110,2,2015/6/9,829,7,6.65
1218,89110,2,2015/6/9,1924,7,6.51
1218,97110,2,2015/6/9,393,35,33.25
1218,114110,2,2015/6/9,98,219.3,203.95
1215,30110,2,2015/6/9,549,14.77,13.88
1215,38110,2,2015/6/9,567,31.55,25.24
1215,73110,2,2015/6/9,3765,12.78,12.78
1215,86110,2,2015/6/9,2877,6,5.58
1215,92110,2,2015/6/9,1286,5,4.65
1215,96110,2,2015/6/9,379,23,21.85
1215,98110,2,2015/6/9,286,6,5.82
1204,5110,3,2015/6/9,776,54.93,52.18
1204,20110,3,2015/6/9,332,127.27,118.36
1204,67110,3,2015/6/9,41,294.38,273.77
1204,90110,3,2015/6/9,5855,7,6.51
1201,104110,5,2015/6/8,65,889.02,826.79
1201,109110,5,2015/6/8,638,76.86,71.48
1201,111110,5,2015/6/8,191,180.63,167.99
1201,3110,5,2015/6/9,676,23.8,22.85
1201,15110,5,2015/6/9,35,831.88,773.65
1201,21110,5,2015/6/9,332,40.65,39.02
1201,23110,5,2015/6/9,263,104.48,97.17
1201,25110,5,2015/6/9,224,285.89,265.88
1201,29110,5,2015/6/9,435,73.5,68.36
1201,32110,5,2015/6/9,448,27.37,26.55
1201,37110,5,2015/6/9,45,52.15,52.15
1201,40110,5,2015/6/9,1076,27.81,22.25
1201,88110,5,2015/6/9,721,7,6.79
1201,89110,5,2015/6/9,1673,7,6.65
1201,97110,5,2015/6/9,360,35,33.6
1201,101110,5,2015/6/9,89,630.25,586.13
1201,106110,5,2015/6/9,50,1161.46,1080.16
1201,108110,5,2015/6/9,42,910.82,847.06
1201,114110,5,2015/6/9,86,219.3,203.95
1209,87110,2,2015/6/8,1584,6.01,5.59
1218,3110,2,2015/6/8,889,23.8,22.37
1218,15110,2,2015/6/8,42,831.88,773.65
1218,21110,2,2015/6/8,402,40.65,38.62
1218,25110,2,2015/6/8,284,285.89,265.88
1218,29110,2,2015/6/8,552,73.5,68.36
1218,32110,2,2015/6/8,562,27.37,26
1218,37110,2,2015/6/8,56,52.15,50.06
1218,40110,2,2015/6/8,1330,27.81,22.25
1218,88110,2,2015/6/8,886,7,6.65
1218,89110,2,2015/6/8,2057,7,6.51
1218,97110,2,2015/6/8,444,35,33.25
1218,114110,2,2015/6/8,93,219.3,203.95
1213,26110,2,2015/6/14,244,370.86,344.9
1210,102110,2,2015/6/15,75,928.53,863.53
1210,104110,2,2015/6/15,53,889.02,826.79
1210,105110,2,2015/6/15,55,1271.08,1182.1
1210,109110,2,2015/6/15,558,76.86,71.48
1210,110110,2,2015/6/15,168,98.75,91.84
1210,111110,2,2015/6/15,167,180.63,167.99
1210,113110,2,2015/6/15,631,12.81,12.3
1216,3110,2,2015/6/10,540,23.8,22.85
1216,15110,2,2015/6/10,30,831.88,773.65
1216,21110,2,2015/6/10,276,40.65,39.02
1216,25110,2,2015/6/10,192,285.89,265.88
1216,29110,2,2015/6/10,374,73.5,68.36
1216,32110,2,2015/6/10,382,27.37,26.55
1216,37110,2,2015/6/10,38,52.15,52.15
1216,40110,2,2015/6/10,907,27.81,22.25
1216,88110,2,2015/6/10,598,7,6.79
1216,89110,2,2015/6/10,1389,7,6.72
1216,97110,2,2015/6/10,282,35,33.6
1216,26110,2,2015/6/15,165,370.86,344.9
1215,30110,2,2015/6/7,401,14.77,13.88
1215,38110,2,2015/6/7,413,31.55,25.24
1215,73110,2,2015/6/7,2804,12.78,12.78
1215,86110,2,2015/6/7,2078,6,5.58
1215,92110,2,2015/6/7,1001,5,4.65
1215,96110,2,2015/6/7,272,23,21.85
1215,98110,2,2015/6/7,205,6,5.82
1205,68110,3,2015/6/7,60,61.84,58.75
1205,70240,3,2015/6/7,78,122.7,114.11
1205,71110,3,2015/6/7,32,95.62,92.75
1215,30110,2,2015/6/15,588,14.77,13.88
1215,38110,2,2015/6/15,608,31.55,25.24
1215,73110,2,2015/6/15,4325,12.78,12.78
1215,86110,2,2015/6/15,3075,6,5.58
1215,92110,2,2015/6/15,1513,5,4.65
1215,96110,2,2015/6/15,429,23,21.85
1215,98110,2,2015/6/15,323,6,5.82
1218,25110,2,2015/7/21,321,285.89,265.88
1218,29110,2,2015/7/21,251,73.5,68.36
1218,88110,2,2015/7/21,999,7,6.79
1218,89110,2,2015/7/21,1841,7,6.65
1218,97110,2,2015/7/21,409,35,33.6
1215,6110,2,2015/7/13,282,129.72,120.64
1215,7110,2,2015/7/13,501,66.77,62.1
1215,12110,2,2015/7/13,110,650.89,605.33
1215,13110,2,2015/7/13,212,582.42,541.65
1215,31110,2,2015/7/13,637,16.29,15.48
1215,73110,2,2015/7/13,2813,12.78,12.78
1215,74110,2,2015/7/13,628,16.64,15.48
1215,81110,2,2015/7/13,55,85.56,79.57
1405,68110,6,2015/7/13,87,61.84,57.51
1405,70240,6,2015/7/13,98,122.7,114.11
1405,71110,6,2015/7/13,47,95.62,91.8
1405,72110,6,2015/7/13,33,148.3,139.4
1201,102110,5,2015/7/19,108,928.53,863.53
1201,103110,5,2015/7/19,81,532.75,495.46
1201,104110,5,2015/7/19,82,889.02,826.79
1201,105110,5,2015/7/19,86,1271.08,1182.1
